Leading Cancer Sites,Year,State,Mortality-Incidence Age-Adjusted Rate Ratio,"Mortality Age-Adjusted Rate (per 100,000)","Incidence Age-Adjusted Rate (per 100,000)"
Pancreas,2007,Nevada,0.966,11.064,11.453
Pancreas,2007,New Hampshire,1.002 (Unreliable),12.575,12.55
Pancreas,2007,New Jersey,0.87,11.497,13.221
Pancreas,2007,New Mexico,0.907,9.422,10.388
Pancreas,2007,New York,0.821,10.98,13.377
Pancreas,2007,North Carolina,0.934,11.188,11.981
Pancreas,2007,North Dakota,0.842,10.104,11.999
Pancreas,2007,Ohio,0.947,11.669,12.321
Pancreas,2007,Oklahoma,0.824,9.812,11.915
Pancreas,2007,Oregon,0.953,11.433,12.002
Pancreas,2007,Pennsylvania,0.925,11.639,12.578
Pancreas,2007,Rhode Island,0.891,9.589,10.763
Pancreas,2007,South Carolina,0.943,11.106,11.779
Pancreas,2007,South Dakota,0.888,9.939,11.193
Pancreas,2007,Tennessee,0.931,10.811,11.607
Pancreas,2007,Texas,0.864,9.883,11.441
Pancreas,2007,Utah,0.837,8.392,10.023
Pancreas,2007,Vermont,0.769,10.462,13.612
Pancreas,2007,Virginia,0.992,11.45,11.548
Pancreas,2007,Washington,0.906,10.863,11.991
Pancreas,2007,West Virginia,0.866,9.105,10.51
Pancreas,2007,Wisconsin,0.813,10.379,12.77
Pancreas,2007,Wyoming,1.325 (Unreliable),11.411,8.615
Pancreas,2008,Alabama,0.868,11.448,13.195
Pancreas,2008,Alaska,0.991,13.985,14.115
Pancreas,2008,Arizona,0.894,9.723,10.87
Pancreas,2008,Arkansas,0.94,11.079,11.792
Pancreas,2008,California,0.881,10.299,11.69
Pancreas,2008,Colorado,0.92,10.219,11.102
Pancreas,2008,Connecticut,0.861,11.571,13.433
Pancreas,2008,Delaware,0.9,11.925,13.245
Pancreas,2008,District of Columbia,0.957,14.124,14.762
Pancreas,2008,Florida,0.886,10.538,11.898
Pancreas,2008,Georgia,0.837,10.39,12.407
Pancreas,2008,Hawaii,0.893,11.783,13.198
Pancreas,2008,Idaho,0.952,10.281,10.798
Pancreas,2008,Illinois,0.881,11.557,13.121
Pancreas,2008,Indiana,0.907,10.591,11.674
Pancreas,2008,Iowa,0.887,10.563,11.91
Pancreas,2008,Kansas,0.934,11.126,11.911
Pancreas,2008,Kentucky,0.888,10.399,11.712
Pancreas,2008,Louisiana,0.94,13.254,14.098
Pancreas,2008,Maine,0.89,11.467,12.883
Pancreas,2008,Maryland,0.886,11.41,12.878
Pancreas,2008,Massachusetts,0.882,11.565,13.11
Pancreas,2008,Michigan,0.916,11.617,12.687
Pancreas,2008,Minnesota,0.968,10.704,11.061
Pancreas,2008,Mississippi,0.89,11.648,13.08
Pancreas,2008,Missouri,0.961,10.931,11.37
Pancreas,2008,Montana,0.975,10.218,10.476
Pancreas,2008,Nebraska,0.796,10.292,12.925
Pancreas,2008,Nevada,0.957,11.661,12.185
Pancreas,2008,New Hampshire,0.887,10.911,12.302
Pancreas,2008,New Jersey,0.875,11.803,13.483
Pancreas,2008,New Mexico,0.99,10.241,10.349
Pancreas,2008,New York,0.828,11.41,13.781
Pancreas,2008,North Carolina,0.903,10.348,11.463
Pancreas,2008,North Dakota,0.988,11.632,11.77
Pancreas,2008,Ohio,0.903,11.618,12.86
Pancreas,2008,Oklahoma,0.967,10.255,10.6
Pancreas,2008,Oregon,0.913,11.103,12.154
Pancreas,2008,Pennsylvania,0.881,11.321,12.846
Pancreas,2008,Rhode Island,0.938,10.583,11.287
Pancreas,2008,South Carolina,0.891,11.177,12.544
Pancreas,2008,South Dakota,1.042 (Unreliable),9.191,8.818
Pancreas,2008,Tennessee,0.966,11.486,11.895
Pancreas,2008,Texas,0.855,10.236,11.97
Pancreas,2008,Utah,0.84,8.435,10.043
Pancreas,2008,Vermont,0.868,12.38,14.261
Pancreas,2008,Virginia,0.952,11.451,12.024
Pancreas,2008,Washington,0.89,11.38,12.783
Pancreas,2008,West Virginia,0.932,9.75,10.46
Pancreas,2008,Wisconsin,0.947,11.858,12.517
Pancreas,2008,Wyoming,0.991,10.199,10.294
Pancreas,2009,Alabama,0.973,11.481,11.797
Pancreas,2009,Alaska,1.101 (Unreliable),10.742,9.752
Pancreas,2009,Arizona,0.848,9.197,10.848
Pancreas,2009,Arkansas,1.047 (Unreliable),11.936,11.4
Pancreas,2009,California,0.901,10.451,11.606
Pancreas,2009,Colorado,0.922,9.317,10.109
Pancreas,2009,Connecticut,0.86,12.243,14.228
Pancreas,2009,Delaware,0.731,10.394,14.213
Pancreas,2009,District of Columbia,0.83,13.871,16.719
Pancreas,2009,Florida,0.852,10.278,12.07
Pancreas,2009,Georgia,0.834,10.398,12.469
Pancreas,2009,Hawaii,0.91,11.701,12.861
Pancreas,2009,Idaho,0.885,10.006,11.309
Pancreas,2009,Illinois,0.83,11.347,13.674
Pancreas,2009,Indiana,0.943,11.286,11.974
Pancreas,2009,Iowa,0.8,10.337,12.918
Pancreas,2009,Kansas,0.965,10.283,10.654
Pancreas,2009,Kentucky,0.881,10.685,12.13
Pancreas,2009,Louisiana,0.974,12.271,12.604
Pancreas,2009,Maine,0.901,9.787,10.863
Pancreas,2009,Maryland,0.898,11.198,12.472
Pancreas,2009,Massachusetts,0.834,11.044,13.242
Pancreas,2009,Michigan,0.96,12.267,12.773
Pancreas,2009,Minnesota,1.038 (Unreliable),10.436,10.056
Pancreas,2009,Mississippi,0.899,11.903,13.235
Pancreas,2009,Missouri,0.883,11.044,12.506
Pancreas,2009,Montana,0.952,9.341,9.812
Pancreas,2009,Nebraska,0.998,11.491,11.517
Pancreas,2009,Nevada,0.886,10.157,11.46
Pancreas,2009,New Hampshire,0.976,12.159,12.453
Pancreas,2009,New Jersey,0.829,11.499,13.866
Pancreas,2009,New Mexico,0.808,9.232,11.421
Pancreas,2009,New York,0.826,11.293,13.665
Pancreas,2009,North Carolina,0.898,10.215,11.374
Pancreas,2009,North Dakota,0.829,8.638,10.42
Pancreas,2009,Ohio,0.917,11.402,12.437
Pancreas,2009,Oklahoma,0.945,10.616,11.233
Pancreas,2009,Oregon,0.843,9.921,11.764
Pancreas,2009,Pennsylvania,0.899,11.264,12.531
Pancreas,2009,Rhode Island,0.738,10.037,13.601
Pancreas,2009,South Carolina,0.905,11.621,12.843
Pancreas,2009,South Dakota,0.902,11.316,12.544
Pancreas,2009,Tennessee,0.93,11.144,11.984
Pancreas,2009,Texas,0.893,10.056,11.256
Pancreas,2009,Utah,0.878,9.186,10.463
Pancreas,2009,Vermont,1.031 (Unreliable),12.768,12.382
Pancreas,2009,Virginia,0.9,10.359,11.507
Pancreas,2009,Washington,0.949,11.888,12.53
Pancreas,2009,West Virginia,0.886,9.822,11.081
Pancreas,2009,Wisconsin,0.866,11.249,12.989
Pancreas,2009,Wyoming,0.995,10.352,10.401
Pancreas,2010,Alabama,0.861,10.684,12.407
Pancreas,2010,Alaska,0.805,10.136,12.587
Pancreas,2010,Arizona,0.951,10.328,10.864
Pancreas,2010,Arkansas,0.934,10.899,11.663
Pancreas,2010,California,0.883,10.562,11.958
Pancreas,2010,Colorado,0.896,9.767,10.906
Pancreas,2010,Connecticut,0.826,11.102,13.436
Pancreas,2010,Delaware,0.947,11.052,11.67
Pancreas,2010,District of Columbia,1.084 (Unreliable),15.011,13.852
Pancreas,2010,Florida,0.897,10.506,11.712
Pancreas,2010,Georgia,0.9,10.713,11.906
Pancreas,2010,Hawaii,0.758,10.811,14.265
Pancreas,2010,Idaho,0.879,11.38,12.944
Pancreas,2010,Illinois,0.868,11.416,13.148
Pancreas,2010,Indiana,0.899,11.115,12.368
Pancreas,2010,Iowa,0.889,11.149,12.544
Pancreas,2010,Kansas,1.142 (Unreliable),11.169,9.783
Pancreas,2010,Kentucky,0.917,11.564,12.607
Pancreas,2010,Louisiana,0.974,13.167,13.512
Pancreas,2010,Maine,0.853,11.585,13.583
Pancreas,2010,Maryland,0.904,11.897,13.162
Pancreas,2010,Massachusetts,0.942,11.034,11.708
Pancreas,2010,Michigan,0.877,11.495,13.106
Pancreas,2010,Minnesota,1.025 (Unreliable),10.834,10.566
Pancreas,2010,Mississippi,0.904,11.997,13.268
Pancreas,2010,Missouri,0.899,11.715,13.034
Pancreas,2010,Montana,0.731,9.165,12.535
Pancreas,2010,Nebraska,0.883,10.109,11.447
Pancreas,2010,Nevada,1.022 (Unreliable),11.551,11.297
Pancreas,2010,New Hampshire,0.815,10.477,12.849
Pancreas,2010,New Jersey,0.867,11.606,13.379
Pancreas,2010,New Mexico,0.918,9.065,9.87
Pancreas,2010,New York,0.807,11.16,13.824
Pancreas,2010,North Carolina,0.871,10.583,12.144
Pancreas,2010,North Dakota,0.815,9.044,11.102
Pancreas,2010,Ohio,0.91,11.478,12.614
Pancreas,2010,Oklahoma,0.982,11.47,11.681
Pancreas,2010,Oregon,0.963,11.252,11.681
Pancreas,2010,Pennsylvania,0.862,11.616,13.471
Pancreas,2010,Rhode Island,0.988,11.196,11.334
Pancreas,2010,South Carolina,0.806,10.934,13.568
Pancreas,2010,South Dakota,0.903,10.15,11.245
Pancreas,2010,Tennessee,0.947,11.203,11.829
Pancreas,2010,Texas,0.874,10.473,11.98
Pancreas,2010,Utah,0.931,9.671,10.39
Pancreas,2010,Vermont,0.846,9.956,11.773
Pancreas,2010,Virginia,0.939,10.544,11.226
Pancreas,2010,Washington,0.962,11.629,12.085
Pancreas,2010,West Virginia,0.893,9.349,10.469
Pancreas,2010,Wisconsin,0.891,11.361,12.749
Pancreas,2010,Wyoming,1.592 (Unreliable),10.568,6.637
Pancreas,2011,Alabama,0.848,11.697,13.802
Pancreas,2011,Alaska,0.788,11.107,14.086
Pancreas,2011,Arizona,0.836,10.045,12.016
Pancreas,2011,Arkansas,0.974,10.933,11.222
Pancreas,2011,California,0.888,10.296,11.599
Pancreas,2011,Colorado,0.85,9.924,11.67
Pancreas,2011,Connecticut,0.864,11.763,13.615
Pancreas,2011,Delaware,0.937,12.629,13.472
Pancreas,2011,District of Columbia,0.806,13.114,16.271
Pancreas,2011,Florida,0.861,10.285,11.949
Pancreas,2011,Georgia,0.813,9.8,12.052
Pancreas,2011,Hawaii,0.871,11.251,12.922
Pancreas,2011,Idaho,0.834,9.811,11.757
Pancreas,2011,Illinois,0.874,11.392,13.038
Pancreas,2011,Indiana,0.893,10.91,12.219
Pancreas,2011,Iowa,0.893,10.609,11.886
Pancreas,2011,Kansas,1.085 (Unreliable),11.332,10.448
Pancreas,2011,Kentucky,0.868,11.319,13.036
Pancreas,2011,Louisiana,0.902,13.121,14.539
Pancreas,2011,Maine,0.871,11.765,13.514
Pancreas,2011,Maryland,0.87,11.613,13.354
Pancreas,2011,Massachusetts,0.928,11.586,12.482
Pancreas,2011,Michigan,0.904,11.051,12.219
Pancreas,2011,Minnesota,0.89,10.395,11.679
Pancreas,2011,Mississippi,0.847,11.87,14.015
Pancreas,2011,Missouri,0.852,10.975,12.885
Pancreas,2011,Montana,1.035 (Unreliable),11.149,10.774
Pancreas,2011,Nebraska,0.859,9.69,11.277
Pancreas,2011,Nevada,0.856,10.838,12.66
Pancreas,2011,New Hampshire,0.991,11.499,11.602
Pancreas,2011,New Jersey,0.84,11.833,14.087
Pancreas,2011,New Mexico,0.962,9.636,10.012
Pancreas,2011,New York,0.803,11.216,13.972
Pancreas,2011,North Carolina,0.846,10.195,12.054
Pancreas,2011,North Dakota,0.984,11.865,12.063
Pancreas,2011,Ohio,0.941,11.372,12.087
Pancreas,2011,Oklahoma,0.891,10.901,12.238
Pancreas,2011,Oregon,0.901,11.015,12.232
Pancreas,2011,Pennsylvania,0.857,11.85,13.829
Pancreas,2011,Rhode Island,0.917,9.962,10.865
Pancreas,2011,South Carolina,0.877,11.84,13.497
Pancreas,2011,South Dakota,0.858,9.444,11.007
Pancreas,2011,Tennessee,0.92,10.813,11.758
Pancreas,2011,Texas,0.866,10.219,11.801
Pancreas,2011,Utah,0.856,9.443,11.032
Pancreas,2011,Vermont,0.871,10.801,12.403
Pancreas,2011,Virginia,0.888,11.145,12.553
Pancreas,2011,Washington,0.844,10.804,12.807
Pancreas,2011,West Virginia,0.854,10.11,11.84
Pancreas,2011,Wisconsin,0.839,11.484,13.68
Pancreas,2011,Wyoming,0.813,7.878,9.687
Pancreas,2012,Alabama,0.943,11.819,12.529
Pancreas,2012,Alaska,0.968,11.753,12.145
Pancreas,2012,Arizona,0.873,11.05,12.66
Pancreas,2012,Arkansas,0.911,10.959,12.03
Pancreas,2012,California,0.905,10.557,11.665
Pancreas,2012,Colorado,0.833,10.025,12.036
Pancreas,2012,Connecticut,0.817,10.795,13.214
Pancreas,2012,Delaware,0.76,10.755,14.149
Pancreas,2012,District of Columbia,0.817,13.222,16.191
Pancreas,2012,Florida,0.871,10.546,12.104
Pancreas,2012,Georgia,0.807,10.717,13.272
Pancreas,2012,Hawaii,0.817,11.746,14.383
Pancreas,2012,Idaho,0.86,11.058,12.853
Pancreas,2012,Illinois,0.836,10.884,13.019
Pancreas,2012,Indiana,0.821,10.795,13.146
Pancreas,2012,Iowa,0.861,10.82,12.568
Pancreas,2012,Kansas,1.033 (Unreliable),11.488,11.126
Pancreas,2012,Kentucky,0.889,10.874,12.235
Pancreas,2012,Louisiana,0.968,13.077,13.506
Pancreas,2012,Maine,0.872,12.088,13.863
Pancreas,2012,Maryland,0.902,11.612,12.875
Pancreas,2012,Massachusetts,0.878,11.034,12.573
Pancreas,2012,Michigan,0.865,11.693,13.517
Pancreas,2012,Minnesota,0.788,9.878,12.536
Pancreas,2012,Mississippi,0.994,14.272,14.358
Pancreas,2012,Missouri,0.945,11.027,11.669
Pancreas,2012,Montana,0.753,8.296,11.012
Pancreas,2012,Nebraska,0.887,11.563,13.029
Pancreas,2012,Nevada,0.893,9.54,10.684
Pancreas,2012,New Hampshire,0.882,11.582,13.133
Pancreas,2012,New Jersey,0.838,11.27,13.455
Pancreas,2012,New Mexico,0.827,9.03,10.923
Pancreas,2012,New York,0.825,11.437,13.859
Pancreas,2012,North Carolina,0.898,10.847,12.074
Pancreas,2012,North Dakota,0.902,10.68,11.839
Pancreas,2012,Ohio,0.919,11.809,12.85
Pancreas,2012,Oklahoma,0.858,11.01,12.839
Pancreas,2012,Oregon,0.937,11.165,11.913
Pancreas,2012,Pennsylvania,0.879,11.669,13.272
Pancreas,2012,Rhode Island,0.724,9.337,12.895
Pancreas,2012,South Carolina,0.895,11.341,12.669
Pancreas,2012,South Dakota,0.789,10.761,13.647
Pancreas,2012,Tennessee,0.907,10.702,11.805
Pancreas,2012,Texas,0.842,10.327,12.262
Pancreas,2012,Utah,0.774,10.241,13.239
Pancreas,2012,Vermont,0.804,13.002,16.167
Pancreas,2012,Virginia,0.882,10.913,12.377
Pancreas,2012,Washington,0.864,11.194,12.957
Pancreas,2012,West Virginia,0.945,11.698,12.38
Pancreas,2012,Wisconsin,0.872,11.522,13.22
Pancreas,2012,Wyoming,0.997,8.974,9.001
Pancreas,2013,Alabama,0.867,10.811,12.467
Pancreas,2013,Alaska,1.077 (Unreliable),11.083,10.292
Pancreas,2013,Arizona,0.882,9.804,11.115
Pancreas,2013,Arkansas,0.848,11.106,13.101
Pancreas,2013,California,0.901,10.459,11.604
Pancreas,2013,Colorado,0.883,9.288,10.513
Pancreas,2013,Connecticut,0.789,10.122,12.825
Pancreas,2013,Delaware,0.734,11.234,15.3
Pancreas,2013,District of Columbia,0.754,12.184,16.154
Pancreas,2013,Florida,0.831,10.013,12.048
Pancreas,2013,Georgia,0.793,10.399,13.106
Pancreas,2013,Hawaii,0.736,9.999,13.581
Pancreas,2013,Idaho,0.887,12.185,13.743
Pancreas,2013,Illinois,0.83,10.881,13.111
Pancreas,2013,Indiana,0.859,11.381,13.256
Pancreas,2013,Iowa,0.806,10.536,13.074
Pancreas,2013,Kansas,0.961,11.117,11.565
Pancreas,2013,Kentucky,0.826,11.4,13.796
Pancreas,2013,Louisiana,0.866,12.319,14.233
Pancreas,2013,Maine,0.838,10.861,12.959
Pancreas,2013,Maryland,0.921,11.799,12.818
Pancreas,2013,Massachusetts,0.85,11.038,12.992
Pancreas,2013,Michigan,0.898,11.964,13.317
Pancreas,2013,Minnesota,0.908,10.895,11.995
Pancreas,2013,Mississippi,0.929,12.422,13.365
Pancreas,2013,Missouri,0.856,10.809,12.631
Pancreas,2013,Montana,0.87,10.505,12.08
Pancreas,2013,Nebraska,0.914,11.209,12.258
Pancreas,2013,Nevada,0.884,10.835,12.257
Pancreas,2013,New Hampshire,0.878,10.76,12.255
Pancreas,2013,New Jersey,0.804,11.567,14.393
Pancreas,2013,New Mexico,0.86,10.525,12.236
Pancreas,2013,New York,0.808,11.183,13.835
Pancreas,2013,North Carolina,0.839,11.145,13.289
Pancreas,2013,North Dakota,0.776,9.041,11.656
Pancreas,2013,Ohio,0.87,11.044,12.693
Pancreas,2013,Oklahoma,1,11.177,11.181
Pancreas,2013,Oregon,0.756,9.68,12.806
Pancreas,2013,Pennsylvania,0.821,11.082,13.494
Pancreas,2013,Rhode Island,0.928,12.32,13.278
Pancreas,2013,South Carolina,0.824,10.93,13.263
Pancreas,2013,South Dakota,0.973,10.623,10.92
Pancreas,2013,Tennessee,0.909,11.333,12.465
Pancreas,2013,Texas,0.843,10.078,11.958
Pancreas,2013,Utah,1.026 (Unreliable),10.57,10.305
Pancreas,2013,Vermont,1.018 (Unreliable),11.986,11.773
Pancreas,2013,Virginia,0.903,11.249,12.453
Pancreas,2013,Washington,0.813,10.173,12.511
Pancreas,2013,West Virginia,0.871,9.957,11.438
Pancreas,2013,Wisconsin,0.928,11.678,12.582
Pancreas,2013,Wyoming,1.060 (Unreliable),10.288,9.707
Pancreas,2014,Alabama,0.911,11.496,12.614
Pancreas,2014,Alaska,0.777,10.358,13.325
Pancreas,2014,Arizona,0.848,10.038,11.841
Pancreas,2014,Arkansas,0.913,10.856,11.893
Pancreas,2014,California,0.862,10.212,11.849
Pancreas,2014,Colorado,0.82,9.427,11.496
Pancreas,2014,Connecticut,0.774,10.789,13.939
Pancreas,2014,Delaware,0.844,12.035,14.259
Pancreas,2014,District of Columbia,0.899,14.293,15.899
Pancreas,2014,Florida,0.824,10.305,12.505
Pancreas,2014,Georgia,0.816,10.823,13.256
Pancreas,2014,Hawaii,0.898,11.082,12.34
Pancreas,2014,Idaho,0.904,11.392,12.603
Pancreas,2014,Illinois,0.821,10.817,13.178
Pancreas,2014,Indiana,0.894,11.527,12.888
Pancreas,2014,Iowa,0.789,11.256,14.261
Pancreas,2014,Kansas,0.913,11.516,12.615
Pancreas,2014,Kentucky,0.818,11.301,13.823
Pancreas,2014,Louisiana,0.933,13.507,14.481
Pancreas,2014,Maine,0.727,9.584,13.183
Pancreas,2014,Maryland,0.854,11.37,13.313
Pancreas,2014,Massachusetts,0.847,10.92,12.888
Pancreas,2014,Michigan,0.892,11.633,13.041
Pancreas,2014,Minnesota,0.818,10.607,12.961
Pancreas,2014,Mississippi,0.785,12.367,15.748
Pancreas,2014,Missouri,0.901,11.939,13.253
Pancreas,2014,Montana,0.893,9.739,10.907
Pancreas,2014,Nebraska,0.814,10.185,12.518
Pancreas,2014,Nevada,0.95,9.973,10.503
Pancreas,2014,New Hampshire,0.947,11.1,11.724
Pancreas,2014,New Jersey,0.783,11.095,14.168
Pancreas,2014,New Mexico,0.896,8.691,9.704
Pancreas,2014,New York,0.793,11.174,14.098
Pancreas,2014,North Carolina,0.845,10.925,12.933
Pancreas,2014,North Dakota,0.734,8.705,11.853
Pancreas,2014,Ohio,0.896,11.71,13.074
Pancreas,2014,Oklahoma,0.871,10.653,12.235
Pancreas,2014,Oregon,0.842,11.685,13.881
Pancreas,2014,Pennsylvania,0.851,11.985,14.08
Pancreas,2014,Rhode Island,0.805,10.269,12.749
Pancreas,2014,South Carolina,0.84,11.06,13.164
Pancreas,2014,South Dakota,0.866,11.438,13.202
Pancreas,2014,Tennessee,0.945,11.715,12.392
Pancreas,2014,Texas,0.839,10.159,12.113
Pancreas,2014,Utah,0.887,9.637,10.869
Pancreas,2014,Vermont,0.905,10.542,11.648
Pancreas,2014,Virginia,0.914,10.845,11.86
Pancreas,2014,Washington,0.899,11.142,12.392
Pancreas,2014,West Virginia,0.814,10.424,12.81
Pancreas,2014,Wisconsin,0.823,11.653,14.152
Pancreas,2014,Wyoming,1.019 (Unreliable),10.105,9.919
Pancreas,2015,Alabama,0.882,11.483,13.015
Pancreas,2015,Alaska,0.968,10.28,10.619
Pancreas,2015,Arizona,0.904,10.247,11.334
Pancreas,2015,Arkansas,0.845,10.241,12.123
Pancreas,2015,California,0.862,10.195,11.83
Pancreas,2015,Colorado,0.834,8.79,10.546
Pancreas,2015,Connecticut,0.755,10.425,13.811
Pancreas,2015,Delaware,0.845,12.505,14.8
Pancreas,2015,District of Columbia,0.783,13.43,17.161
Pancreas,2015,Florida,0.825,10.487,12.71
Pancreas,2015,Georgia,0.831,10.944,13.167
Pancreas,2015,Hawaii,0.845,11.464,13.571
Pancreas,2015,Idaho,0.765,11.259,14.71
Pancreas,2015,Illinois,0.798,11.018,13.806
Pancreas,2015,Indiana,0.815,11.109,13.624
Pancreas,2015,Iowa,0.846,11.1,13.117
Pancreas,2015,Kansas,0.951,11.874,12.489
Pancreas,2015,Kentucky,0.826,11.491,13.906
Pancreas,2015,Louisiana,0.855,13.222,15.458
Pancreas,2015,Maine,0.988,12.488,12.64
Pancreas,2015,Maryland,0.879,11.709,13.326
Pancreas,2015,Massachusetts,0.835,11.258,13.484
Pancreas,2015,Michigan,0.888,12.11,13.639
Pancreas,2015,Minnesota,0.807,11.278,13.979
Pancreas,2015,Mississippi,0.942,13.849,14.696
Pancreas,2015,Missouri,0.905,11.147,12.315
Pancreas,2015,Montana,0.858,11.097,12.934
Pancreas,2015,Nebraska,0.736,9.699,13.182
Pancreas,2015,Nevada,0.932,10.731,11.512
Pancreas,2015,New Hampshire,0.931,10.372,11.136
Pancreas,2015,New Jersey,0.814,11.413,14.016
Pancreas,2015,New Mexico,0.831,10.034,12.068
Pancreas,2015,New York,0.759,10.594,13.954
Pancreas,2015,North Carolina,0.86,11.213,13.043
Pancreas,2015,North Dakota,0.969,11.883,12.268
Pancreas,2015,Ohio,0.897,12.117,13.51
Pancreas,2015,Oklahoma,0.918,10.844,11.816
Pancreas,2015,Oregon,0.963,12.606,13.084
Pancreas,2015,Pennsylvania,0.814,12.14,14.919
Pancreas,2015,Rhode Island,1.040 (Unreliable),11.654,11.203
Pancreas,2015,South Carolina,0.839,11.178,13.325
Pancreas,2015,South Dakota,0.905,10.422,11.516
Pancreas,2015,Tennessee,0.878,10.949,12.473
Pancreas,2015,Texas,0.816,10.223,12.533
Pancreas,2015,Utah,0.815,9.362,11.481
Pancreas,2015,Vermont,0.978,9.803,10.027
Pancreas,2015,Virginia,0.882,10.91,12.371
Pancreas,2015,Washington,0.885,10.828,12.234
Pancreas,2015,West Virginia,1.011 (Unreliable),11.096,10.981
Pancreas,2015,Wisconsin,0.84,11.776,14.012
Pancreas,2015,Wyoming,0.844,9.933,11.774
Pancreas,2016,Alabama,0.889,12.048,13.55
Pancreas,2016,Alaska,0.834,12.293,14.742
Pancreas,2016,Arizona,0.879,10.48,11.925
Pancreas,2016,Arkansas,0.923,11.621,12.595
Pancreas,2016,California,0.91,10.323,11.339
Pancreas,2016,Colorado,0.83,9.634,11.603
Pancreas,2016,Connecticut,0.778,11.148,14.329
Pancreas,2016,Delaware,0.928,12.133,13.072
Pancreas,2016,District of Columbia,1.041 (Unreliable),13.56,13.022
Pancreas,2016,Florida,0.869,10.826,12.457
Pancreas,2016,Georgia,0.818,10.613,12.968
Pancreas,2016,Hawaii,0.774,10.451,13.499
Pancreas,2016,Idaho,0.821,10.556,12.859
Pancreas,2016,Illinois,0.865,11.512,13.314
Pancreas,2016,Indiana,0.878,11.878,13.526
Pancreas,2016,Iowa,0.897,11.804,13.167
Pancreas,2016,Kansas,0.927,11.099,11.97
Pancreas,2016,Kentucky,0.873,11.232,12.866
Pancreas,2016,Louisiana,0.912,12.389,13.583
Pancreas,2016,Maine,0.787,11.017,14.001
Pancreas,2016,Maryland,0.816,11.161,13.684
Pancreas,2016,Massachusetts,1.052 (Unreliable),11.646,11.065
Pancreas,2016,Michigan,0.953,12.22,12.826
Pancreas,2016,Minnesota,0.814,11.172,13.733
Pancreas,2016,Mississippi,0.909,12.909,14.199
Pancreas,2016,Missouri,0.903,10.75,11.901
Pancreas,2016,Montana,0.855,11.045,12.925
Pancreas,2016,Nebraska,0.854,12.108,14.184
Pancreas,2016,Nevada,0.853,9.994,11.721
Pancreas,2016,New Hampshire,0.729,9.415,12.915
Pancreas,2016,New Jersey,0.776,10.367,13.355
Pancreas,2016,New Mexico,0.881,9.853,11.18
Pancreas,2016,New York,0.788,11.179,14.181
Pancreas,2016,North Carolina,0.858,10.936,12.748
Pancreas,2016,North Dakota,0.705,8.797,12.471
Pancreas,2016,Ohio,0.959,11.498,11.993
Pancreas,2016,Oklahoma,1.061 (Unreliable),11.183,10.54
Pancreas,2016,Oregon,0.982,11.542,11.749
Pancreas,2016,Pennsylvania,0.853,12.203,14.308
Pancreas,2016,Rhode Island,0.949,13.213,13.926
Pancreas,2016,South Carolina,0.846,11.842,14.003
Pancreas,2016,South Dakota,0.839,11.853,14.13
Pancreas,2016,Tennessee,0.867,10.89,12.561
Pancreas,2016,Texas,0.831,10.391,12.506
Pancreas,2016,Utah,0.941,9.247,9.826
Pancreas,2016,Vermont,0.878,10.344,11.779
Pancreas,2016,Virginia,0.881,11.017,12.503
Pancreas,2016,Washington,0.786,10.232,13.011
Pancreas,2016,West Virginia,0.84,10.152,12.082
Pancreas,2016,Wisconsin,0.943,11.949,12.671
Pancreas,2016,Wyoming,0.933,10.03,10.744
Prostate,1999,Alabama,0.306,39.567,129.104
Prostate,1999,Alaska,0.124,21.065,170.53
Prostate,1999,Arizona,0.183,24.514,133.703
Prostate,1999,California,0.172,28.655,166.312
Prostate,1999,Colorado,0.171,30.295,176.992
Prostate,1999,Connecticut,0.165,28.868,175.112
